0;1;2;3;4;5
Data-Analysis;Learning Microsoft Fabric: A Data Analytics and Engineering Preview;2023-09-15;12577;Learn about Microsoft Fabric, an integrated SaaS analytics solution that will affect how enterprise data users move, store, and analyze data.;['Microsoft Fabric', 'Data Engineering', 'Data Analytics']
Data-Analysis;Tableau Speed and Performance;2024-09-11;0;Optimize Tableau Desktop performance and learn how to build fast, scalable, and user-friendly reports and dashboards.;['Tableau']
Data-Analysis;Using SQL with C++;2021-08-12;11753;Learn how to leverage the power of the C++ language for use with SQL.;['SQL', 'C++']
Data-Analysis;SAS® 9.4 Cert Prep: Part 03 Exploring and Validating Data;2020-01-06;15496;Prepare to take the SAS 9.4 certification exam. Learn how to explore and validate SAS data, in this SAS Institute cert prep course.;['Data Validation', 'SAS (Software)']
Data-Analysis;Essentials of MLOps with Azure: 3 Spark MLflow Projects on Databricks;2022-09-09;1141;Explore exciting things you can do with MLflow projects, from the perspective of both Databricks and Azure.;['Databricks Products', 'MLOps', 'Microsoft Azure Machine Learning']
Data-Analysis;From Excel to Tableau;2021-09-09;59102;Make the leap from Microsoft Excel to Tableau. Tune into this course to learn how to connect your data, create trend charts, build out dashboards, and more.;['Tableau']
Data-Analysis;SQL Practice: Window Functions;2023-09-13;13932;Test your knowledge of Window Functions in SQL with five challenges.;['SQL']
Data-Analysis;Excel for Healthcare: Practical Applications and Skills;2024-10-11;0;Leverage Excel for real-world healthcare applications. Gather practical skills for industry-specific scenarios, from patient data analysis to supply chain management.;['Healthcare Analytics', 'Microsoft Excel']
Data-Analysis;SQL for Finance Professionals;2023-01-24;128495;Learn the fundamentals to get started in using SQL for financial analysis and modeling.;['Financial Analysis', 'SQL']
Data-Analysis;Advanced SQL: Solving Interpolation Challenges;2021-10-12;3043;Learn about the mathematical foundations of interpolation, some common challenges that involve interpolations, and several elegant ways to solve them.;['SQL']
Data-Analysis;Power BI Data Analyst Associate (PL-300) Cert Prep: Cleaning, Transforming, and Loading Data in Power BI;2023-04-18;10789;Learn how to clean, transform, and load data on Power BI.;['Data Transformation', 'Data Cleaning', 'Data Loading']
Data-Analysis;Using Large Datasets with pandas;2024-02-13;1201;Get an approachable, hands-on opportunity to practice working on large datasets with pandas.;['Pandas (Software)', 'Big Data']
Data-Analysis;Power BI: Dashboards for Beginners;2024-06-18;20742;Upskill as a business and data science professional. Get a short and simple beginner's guide to creating a dashboard in Power BI.;['Data Visualization', 'Microsoft Power BI', 'Dashboards']
Data-Analysis;SQL for Healthcare Professionals;2024-08-19;1435;Explore the basics of SQL commands and how you can apply them in healthcare analytics.;['Healthcare Information Technology (HIT)', 'SQL', 'Data Analysis']
Data-Analysis;Cleaning, Transforming and Prepping Your Data With Tableau Prep;2019-01-02;37090;Learn to clean, transform, pivot, and prep data for visualization in Tableau Desktop with Tableau Prep.;['Tableau']
Data-Analysis;Microsoft Project for the Web: Reporting with Power BI;2022-06-07;145317;Learn how to create more compelling project reports using Project for the Web and Power BI together.;['Microsoft Power BI', 'Microsoft Project']
Data-Analysis;Excel: Working Together with Power Query and Power Pivot;2020-07-24;65550;Learn how to combine Power Query and Power Pivot, two robust features of Microsoft Excel, to analyze data.;['Microsoft Power Query', 'PowerPivot', 'Microsoft Excel']
Data-Analysis;Twelve Myths About Data Science (2017);2017-01-10;31605;Data science expert Ben Sullins busts 12 common myths in the field of data science, separating fact from fiction about what big data really is.;['Big Data']
Data-Analysis;Starting Your Career as a Financial Analyst;2022-05-16;58648;Learn about career opportunities as a financial analyst in this audio-only course adapted from the Free the Data Podcast.;['Financial Analysis', 'Career Management']
Data-Analysis;OpenAI API: Code Interpreter and Advanced Data Analysis;2024-02-12;1818;Discover the features, functionalities, and integration potential of the OpenAI Code Interpreter.;['OpenAI API', 'OpenAI Products', 'Code Interpretation', 'Data Analysis']
Data-Analysis;SQL for Testers;2020-09-15;80597;Ground yourself in the basic approaches to testing SQL queries and gain the ability to do deep testing and analysis of back-end problems.;['Database Testing', 'SQL']
Data-Analysis;Power BI Data Methods;2024-03-12;7178;Get a comprehensive overview of the data end of Power BI—also known as Power Query—and learn how to use it to automate the data querying process and restructuring of data sets.;['Microsoft Power BI', 'Data Analysis']
Data-Analysis;Power BI Essential Training;2022-12-16;483361;Get started with Power BI. Learn how to use this powerful set of business analytics tools to create and share visualizations with others in your organization.;['Microsoft Power BI']
Data-Analysis;Excel: Dashboards for Beginners;2022-03-07;170891;Learn how to create interactive dashboards in minutes in this accessible new course on Excel.;['Excel Dashboards']
Data-Analysis;The Data Game of Fantasy Football;2019-07-16;6183;Learn the ins and outs of fantasy football. Outsmart your competitors by learning how to leverage the power of data science to draft and manage a formidable team.;['Statistical Data Analysis']
Data-Analysis;Faster pandas;2020-11-18;9226;Learn how to make your pandas code quicker and more efficient. This course covers vectorization, common mistakes, pandas performance, saving memory, Numba, Cython, and more.;['Pandas (Software)']
Data-Analysis;Python Functions for Data Science ;2020-10-02;26691;Save time, and make your code more readable and reusable, by learning the most powerful Python functions for data science.;['Data Analysis', 'Python (Programming Language)']
